abfertigen, ich fertige ab, du fertigst ab, er fertigt ab, wir fertigen ab, ihr fertigt ab, sie fertigen ab, ich fertigte ab, du fertigtest ab, er fertigte ab, wir fertigten ab, ihr fertigtet ab, sie fertigten ab, ich habe abgefertigt, du hast abgefertigt, er hat abgefertigt, wir haben abgefertigt, ihr habt abgefertigt, sie haben abgefertigt, ich hatte abgefertigt, du hattest abgefertigt, er hatte abgefertigt, wir hatten abgefertigt, ihr hattet abgefertigt, sie hatten abgefertigt, ich werde abfertigen, du wirst abfertigen, er wird abfertigen, wir werden abfertigen, ihr werdet abfertigen, sie werden abfertigen, ich werde abgefertigt haben, du wirst abgefertigt haben, er wird abgefertigt haben, wir werden abgefertigt haben, ihr werdet abgefertigt haben, sie werden abgefertigt haben
abfeuern, ich feu(e)r(e)⁵ ab, du feuerst ab, er feuert ab, wir feuern ab, ihr feuert ab, sie feuern ab, ich feuerte ab, du feuertest ab, er feuerte ab, wir feuerten ab, ihr feuertet ab, sie feuerten ab, ich habe abgefeuert, du hast abgefeuert, er hat abgefeuert, wir haben abgefeuert, ihr habt abgefeuert, sie haben abgefeuert, ich hatte abgefeuert, du hattest abgefeuert, er hatte abgefeuert, wir hatten abgefeuert, ihr hattet abgefeuert, sie hatten abgefeuert, ich werde abfeuern, du wirst abfeuern, er wird abfeuern, wir werden abfeuern, ihr werdet abfeuern, sie werden abfeuern, ich werde abgefeuert haben, du wirst abgefeuert haben, er wird abgefeuert haben, wir werden abgefeuert haben, ihr werdet abgefeuert haben, sie werden abgefeuert haben
abfieseln, ich fies(e)l(e)⁵ ab, du fieselst ab, er fieselt ab, wir fieseln ab, ihr fieselt ab, sie fieseln ab, ich fieselte ab, du fieseltest ab, er fieselte ab, wir fieselten ab, ihr fieseltet ab, sie fieselten ab, ich habe abgefieselt, du hast abgefieselt, er hat abgefieselt, wir haben abgefieselt, ihr habt abgefieselt, sie haben abgefieselt, ich hatte abgefieselt, du hattest abgefieselt, er hatte abgefieselt, wir hatten abgefieselt, ihr hattet abgefieselt, sie hatten abgefieselt, ich werde abfieseln, du wirst abfieseln, er wird abfieseln, wir werden abfieseln, ihr werdet abfieseln, sie werden abfieseln, ich werde abgefieselt haben, du wirst abgefieselt haben, er wird abgefieselt haben, wir werden abgefieselt haben, ihr werdet abgefieselt haben, sie werden abgefieselt haben
abfinden, ich find(e)⁵ ab, du findest ab, er findet ab, wir finden ab, ihr findet ab, sie finden ab, ich fand ab, du fand(e)⁷st ab, er fand ab, wir fanden ab, ihr fandet ab, sie fanden ab, ich habe abgefunden, du hast abgefunden, er hat abgefunden, wir haben abgefunden, ihr habt abgefunden, sie haben abgefunden, ich hatte abgefunden, du hattest abgefunden, er hatte abgefunden, wir hatten abgefunden, ihr hattet abgefunden, sie hatten abgefunden, ich werde abfinden, du wirst abfinden, er wird abfinden, wir werden abfinden, ihr werdet abfinden, sie werden abfinden, ich werde abgefunden haben, du wirst abgefunden haben, er wird abgefunden haben, wir werden abgefunden haben, ihr werdet abgefunden haben, sie werden abgefunden haben
abfingern, ich fing(e)⁴r(e)⁵ ab, du fingerst ab, er fingert ab, wir fingern ab, ihr fingert ab, sie fingern ab, ich fingerte ab, du fingertest ab, er fingerte ab, wir fingerten ab, ihr fingertet ab, sie fingerten ab, ich habe abgefingert, du hast abgefingert, er hat abgefingert, wir haben abgefingert, ihr habt abgefingert, sie haben abgefingert, ich hatte abgefingert, du hattest abgefingert, er hatte abgefingert, wir hatten abgefingert, ihr hattet abgefingert, sie hatten abgefingert, ich werde abfingern, du wirst abfingern, er wird abfingern, wir werden abfingern, ihr werdet abfingern, sie werden abfingern, ich werde abgefingert haben, du wirst abgefingert haben, er wird abgefingert haben, wir werden abgefingert haben, ihr werdet abgefingert haben, sie werden abgefingert haben
abfischen, ich fisch(e)⁵ ab, du fisch(s)⁵t ab, er fischt ab, wir fischen ab, ihr fischt ab, sie fischen ab, ich fischte ab, du fischtest ab, er fischte ab, wir fischten ab, ihr fischtet ab, sie fischten ab, ich habe abgefischt, du hast abgefischt, er hat abgefischt, wir haben abgefischt, ihr habt abgefischt, sie haben abgefischt, ich hatte abgefischt, du hattest abgefischt, er hatte abgefischt, wir hatten abgefischt, ihr hattet abgefischt, sie hatten abgefischt, ich werde abfischen, du wirst abfischen, er wird abfischen, wir werden abfischen, ihr werdet abfischen, sie werden abfischen, ich werde abgefischt haben, du wirst abgefischt haben, er wird abgefischt haben, wir werden abgefischt haben, ihr werdet abgefischt haben, sie werden abgefischt haben
abflachen, ich flach(e)⁵ ab, du flachst ab, er flacht ab, wir flachen ab, ihr flacht ab, sie flachen ab, ich flachte ab, du flachtest ab, er flachte ab, wir flachten ab, ihr flachtet ab, sie flachten ab, ich bin abgeflacht, du bist abgeflacht, er ist abgeflacht, wir sind abgeflacht, ihr seid abgeflacht, sie sind abgeflacht, ich war abgeflacht, du warst abgeflacht, er war abgeflacht, wir waren abgeflacht, ihr wart abgeflacht, sie waren abgeflacht, ich werde abflachen, du wirst abflachen, er wird abflachen, wir werden abflachen, ihr werdet abflachen, sie werden abflachen, ich werde abgeflacht sein, du wirst abgeflacht sein, er wird abgeflacht sein, wir werden abgeflacht sein, ihr werdet abgeflacht sein, sie werden abgeflacht sein
abflauen, ich flau(e)⁵ ab, du flaust ab, er flaut ab, wir flau(e)⁵n ab, ihr flaut ab, sie flau(e)⁵n ab, ich flaute ab, du flautest ab, er flaute ab, wir flauten ab, ihr flautet ab, sie flauten ab, ich bin abgeflaut, du bist abgeflaut, er ist abgeflaut, wir sind abgeflaut, ihr seid abgeflaut, sie sind abgeflaut, ich war abgeflaut, du warst abgeflaut, er war abgeflaut, wir waren abgeflaut, ihr wart abgeflaut, sie waren abgeflaut, ich werde abflau(e)⁵n, du wirst abflau(e)⁵n, er wird abflau(e)⁵n, wir werden abflau(e)⁵n, ihr werdet abflau(e)⁵n, sie werden abflau(e)⁵n, ich werde abgeflaut sein, du wirst abgeflaut sein, er wird abgeflaut sein, wir werden abgeflaut sein, ihr werdet abgeflaut sein, sie werden abgeflaut sein
abfliegen, ich flieg(e)⁵ ab, du fliegst ab, er fliegt ab, wir fliegen ab, ihr fliegt ab, sie fliegen ab, ich flog ab, du flogst ab, er flog ab, wir flogen ab, ihr flogt ab, sie flogen ab, ich bin abgeflogen, du bist abgeflogen, er ist abgeflogen, wir sind abgeflogen, ihr seid abgeflogen, sie sind abgeflogen, ich war abgeflogen, du warst abgeflogen, er war abgeflogen, wir waren abgeflogen, ihr wart abgeflogen, sie waren abgeflogen, ich werde abfliegen, du wirst abfliegen, er wird abfliegen, wir werden abfliegen, ihr werdet abfliegen, sie werden abfliegen, ich werde abgeflogen sein, du wirst abgeflogen sein, er wird abgeflogen sein, wir werden abgeflogen sein, ihr werdet abgeflogen sein, sie werden abgeflogen sein
abfließen, ich fließ(e)⁵ ab, du fließt ab, er fließt ab, wir fließen ab, ihr fließt ab, sie fließen ab, ich floss ab, du floss(es)t ab, er floss ab, wir flossen ab, ihr floss(e)t ab, sie flossen ab, ich bin abgeflossen, du bist abgeflossen, er ist abgeflossen, wir sind abgeflossen, ihr seid abgeflossen, sie sind abgeflossen, ich war abgeflossen, du warst abgeflossen, er war abgeflossen, wir waren abgeflossen, ihr wart abgeflossen, sie waren abgeflossen, ich werde abfließen, du wirst abfließen, er wird abfließen, wir werden abfließen, ihr werdet abfließen, sie werden abfließen, ich werde abgeflossen sein, du wirst abgeflossen sein, er wird abgeflossen sein, wir werden abgeflossen sein, ihr werdet abgeflossen sein, sie werden abgeflossen sein
abformen, ich form(e)⁵ ab, du formst ab, er formt ab, wir formen ab, ihr formt ab, sie formen ab, ich formte ab, du formtest ab, er formte ab, wir formten ab, ihr formtet ab, sie formten ab, ich habe abgeformt, du hast abgeformt, er hat abgeformt, wir haben abgeformt, ihr habt abgeformt, sie haben abgeformt, ich hatte abgeformt, du hattest abgeformt, er hatte abgeformt, wir hatten abgeformt, ihr hattet abgeformt, sie hatten abgeformt, ich werde abformen, du wirst abformen, er wird abformen, wir werden abformen, ihr werdet abformen, sie werden abformen, ich werde abgeformt haben, du wirst abgeformt haben, er wird abgeformt haben, wir werden abgeformt haben, ihr werdet abgeformt haben, sie werden abgeformt haben
abfotografieren, ich fotografier(e)⁵ ab, du fotografierst ab, er fotografiert ab, wir fotografieren ab, ihr fotografiert ab, sie fotografieren ab, ich fotografierte ab, du fotografiertest ab, er fotografierte ab, wir fotografierten ab, ihr fotografiertet ab, sie fotografierten ab, ich habe abfotografiert, du hast abfotografiert, er hat abfotografiert, wir haben abfotografiert, ihr habt abfotografiert, sie haben abfotografiert, ich hatte abfotografiert, du hattest abfotografiert, er hatte abfotografiert, wir hatten abfotografiert, ihr hattet abfotografiert, sie hatten abfotografiert, ich werde abfotografieren, du wirst abfotografieren, er wird abfotografieren, wir werden abfotografieren, ihr werdet abfotografieren, sie werden abfotografieren, ich werde abfotografiert haben, du wirst abfotografiert haben, er wird abfotografiert haben, wir werden abfotografiert haben, ihr werdet abfotografiert haben, sie werden abfotografiert haben
